,Laptop Models,Operating System,Screen Size,Screen Resolution,Touchscreen,Processor,Graphics Processor,RAM,Hard Drive Capacity,Weight,Webcam,Fingerprint Scanner,Price
654,Asus 14 E1404FA-NK323WS ( 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),1920 x 1080 pixels,No,AMD Quad-Core Ryzen 3,AMD Radeon,8GB,512GB,1.38 Kg,Yes,,"Rs. 35,990"
655,Asus K3502ZA-L502WS (Intel Core i5 (12th Gen) 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i5 (12th Gen),Intel Iris Xe,16GB,512GB,1.8 Kg,Yes,Yes,"Rs. 69,990"
656,Lenovo Slim 5 15ITL05 (82FG01B5IN) (Intel Core i5 (11th Gen) 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i5 (11th Gen),Intel Iris Xe Graphics,16GB,512GB,1.66 Kg,Yes,,"Rs. 58,597"
657,Infinix Zero Book Ultra (Intel Core i9 (12th Gen) 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i9 (12th Gen),Intel Iris Xe,16GB,512GB,1.80 Kg,Yes,Yes,"Rs. 75,990"
658,Acer PHN16-71 (NH.QLUSI.001) ( 16GB 1TB SSD 8GB Graphics Windows 11) Laptop,Windows 11 Home Basic,16 inch(40.64 cm),2560 x 1600 pixels,No,Intel Core i7 (13th Gen),NVIDIA GeForce RTX 4060,16GB,1TB,2.80 Kg,Yes,Yes,"Rs. 1,49,990"
659,HP 14-cb194nr (9MV88UA) ( 4GB Windows 10) Laptop,Windows 10 Home Basic,14 inch(35.56 cm),1366 x 768 pixels,Yes,Intel Celeron Dual-Core,Intel UHD 600,4GB,,1.44 Kg,Yes,,"Rs. 68,667"
660,Asus S5504VA-MA543WS ( 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),2880 x 1620 pixels,No,Intel Core i5 (13th Gen),Intel Iris Xe,16GB,512GB,1.70 Kg,Yes,Yes,"Rs. 83,990"
661,MSI B13VEK-297IN ( 16GB 1TB SSD 8GB Graphics Windows 11) Laptop,Windows 11 Home Basic,17.3 inch(43.94 cm),1920 x 1080 pixels,No,Intel Core i7 (13th Gen),NVIDIA GeForce RTX 4050,16GB,1TB,2.8 Kg,Yes,,"Rs. 1,26,121"
662,Lenovo V15 (82KBA01TIH) (Intel Core i5 (11th Gen) 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i5 (11th Gen),Intel Iris Xe,8GB,512GB,1.7 Kg,"Yes, 1 MP",No,"Rs. 48,990"
663,Asus X1502ZA-EJ542WS (Intel Core i5 (12th Gen) 16GB 512GB SSD Windows 11) Laptop,Windows 11,15.6 inch(39.62 cm),,No,Intel Core i5 (12th Gen),Intel Integrated,16GB,512GB,1.92 Kg,Yes,,"Rs. 53,990"
664,Lenovo (82K1004CIN) (Intel Core i5 (11th Gen) 8GB 512GB SSD 4GB Graphics Windows 10) Laptop,Windows 10 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i5 (11th Gen),NVIDIA GeForce RTX 3050,8GB,512GB,2.25 Kg,Yes,No,"Rs. 74,900"
665,Acer AN515-45-R3TC (NH.QBCSI.001) (Ryzen 5 16GB 1TB HDD 6GB Graphics Windows 10) Laptop,Windows 10 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,AMD Hexa-Core Ryzen 5,NVIDIA GeForce RTX 3060,16GB,1TB,2.4 Kg,Yes,No,"Rs. 1,05,000"
666,Dell G15-5511 (D560554WIN9B) ( 16GB 512GB SSD 4GB Graphics Windows 10) Laptop,Windows 10,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i5 (11th Gen),NVIDIA GeForce RTX 3050 Ti,16GB,512GB,2.4 Kg,Yes,No,"Rs. 81,390"
667,Asus 15 E1504FA-NJ542WS ( 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,AMD Quad-Core Ryzen 5,AMD Radeon,16GB,512GB,1.63 Kg,Yes,,"Rs. 47,990"
668,Dell m18 R1 (ANM18I0UCFG002CRB1) ( 32GB 1TB SSD 12GB Graphics Windows 11) Laptop,Windows 11 Home Basic,18 inch(45.72 cm),2560 x 1600 pixels,No,Intel Core i9 (13th Gen),NVIDIA GeForce RTX 4080,32GB,1TB,4.04 Kg,Yes,,"Rs. 3,67,590"
669,Lenovo V15 G2 (82QYA00HIN) ( 8GB 256GB SSD ) Laptop,DOS,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Celeron Dual-Core,Intel Integrated,8GB,256GB,1.8 Kg,Yes,,"Rs. 21,490"
670,Asus OLED UM3402YA-KM541WS ( 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),2880 x 1800 pixels,No,AMD Hexa-Core Ryzen 5,AMD Radeon,16GB,512GB,1.35 Kg,Yes,Yes,"Rs. 74,990"
671,MSI 11UCX-1471IN ( 8GB 512GB SSD 4GB Graphics Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i5 (11th Gen),NVIDIA GeForce RTX 2050,8GB,512GB,1.80 Kg,Yes,,"Rs. 55,047"
672,Infinix INBook X1 Slim XL21 (Intel Core i7 (10th Gen) 16GB 512GB SSD 128MB Graphics Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),1920 x 1080 pixels,No,Intel Core i7 (10th Gen),Intel UHD,16GB,512GB,1.24 Kg,Yes,No,"Rs. 54,990"
673,HP 15s-fq2738TU (Intel Core i3 (11th Gen) 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1366 x 768 pixels,No,Intel Core i3 (11th Gen),Intel UHD,8GB,512GB,1.7 Kg,Yes,,"Rs. 35,490"
674,Asus FA506QM-HN124W ( 16GB 512GB SSD 6GB Graphics Windows 11) Laptop,Windows 11 Home Basic,16.6 inch(42.16 cm),1920 x 1080 pixels,No,AMD Octa-Core Ryzen 9,NVIDIA GeForce RTX 3060,16GB,512GB,1.90 Kg,Yes,,"Rs. 99,500"
675,Lenovo E41-55 (82FJ00ALIH) ( 4GB 1TB HDD ) Laptop,DOS,14 inch(35.56 cm),1366 x 768 pixels,No,AMD Dual-Core Athlon,AMD Radeon,4GB,1TB,1.59 Kg,"Yes, 0.3 MP",,"Rs. 21,290"
676,MSI B12UDXK-1019IN (Intel Core i5 (12th Gen) 16GB 1TB SSD 6GB Graphics Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i5 (12th Gen),NVIDIA GeForce RTX 3050,16GB,1TB,2.25 Kg,Yes,,"Rs. 86,990"
677,Asus M515DA-BQ512WS ( 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),720 x 1080 pixels,No,AMD Quad-Core Ryzen 5,AMD Radeon,8GB,512GB,1.80 Kg,Yes,Yes,"Rs. 41,990"
678,MSI B13VFK-296IN ( 16GB 1TB SSD 8GB Graphics Windows 11) Laptop,Windows 11 Home Basic,17.3 inch(43.94 cm),1920 x 1080 pixels,No,Intel Core i7 (13th Gen),NVIDIA GeForce RTX 4060,16GB,1TB,2.8 Kg,Yes,,"Rs. 1,41,990"
679,Asus OLED UX3402VA-KM541WS ( 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),2880 x 1800 pixels,No,Intel Core i5 (13th Gen),Intel Integrated,16GB,512GB,1.39 Kg,Yes,Yes,"Rs. 92,990"
680,HP 16-wf0055TX (834T9PA) ( 16GB 512GB SSD 8GB Graphics Windows 11) Laptop,Windows 11 Home Basic,16.1 inch(40.89 cm),1920 x 1080 pixels,No,Intel Core i7 (13th Gen),NVIDIA GeForce RTX 4060,16GB,512GB,2.35 Kg,Yes,,"Rs. 1,52,149"
681,Lenovo S345 (81WX0001US) ( 4GB 32GB SSD ) Laptop,Google Chrome,14 inch(35.56 cm),1920 x 1080 pixels,Yes,AMD Dual-Core A6 APU,AMD Radeon R5,4GB,32GB,1.49 Kg,Yes,,"Rs. 43,502"
682,Asus OLED X1505VA-LK541WS ( 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i5 (13th Gen),Intel Iris Xe,16GB,512GB,1.70 Kg,Yes,,"Rs. 73,990"
683,Asus OLED UX5304VA-NQ541WS ( 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,13.3 inch(33.78 cm),2880 x 1800 pixels,No,Intel Core i5 (13th Gen),Intel Integrated,16GB,512GB,1 Kg,Yes,,"Rs. 1,04,682"
684,MSI 11UC-1475IN ( 8GB 512GB SSD 4GB Graphics Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i5 (11th Gen),NVIDIA GeForce RTX 3050,8GB,512GB,1.80 Kg,Yes,,"Rs. 60,054"
685,Asus FA577NU-LP082W ( 16GB 512GB SSD 6GB Graphics Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,AMD Octa-Core Ryzen 7,NVIDIA GeForce RTX 4050,16GB,512GB,2.20 Kg,Yes,,"Rs. 1,02,990"
686,MSI B13VEK-254IN ( 16GB 1TB SSD 6GB Graphics Windows 11) Laptop,Windows 11 Home Basic,17.3 inch(43.94 cm),1920 x 1080 pixels,No,Intel Core i7 (13th Gen),NVIDIA GeForce RTX 4050,16GB,1TB,2.6 Kg,Yes,,"Rs. 1,29,990"
687,MSI B13UCXK-256IN ( 16GB 512GB SSD 4GB Graphics Windows 11) Laptop,Windows 11 Home Basic,17.3 inch(43.94 cm),1920 x 1080 pixels,No,Intel Core i7 (13th Gen),NVIDIA GeForce RTX 2050,16GB,512GB,2.8 Kg,Yes,,"Rs. 94,990"
688,Asus FX707ZC4-HX067W (Intel Core i5 (12th Gen) 16GB 512GB SSD 4GB Graphics Windows 11) Laptop,Windows 11 Home Basic,17.3 inch(43.94 cm),1920 x 1080 pixels,No,Intel Core i5 (12th Gen),NVIDIA GeForce RTX 3050,16GB,512GB,2.60 Kg,Yes,,"Rs. 78,990"
689,Acer AN515-47 (NH.QL3SI.003) ( 8GB 512GB SSD 4GB Graphics Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,AMD Octa-Core Ryzen 7,NVIDIA GeForce RTX 3050,8GB,512GB,2.5 Kg,Yes,,"Rs. 80,990"
690,Dell m18 R1 (ANM18I0UCFG001CRB1) ( 64GB 1TB SSD 16GB Graphics Windows 11) Laptop,Windows 11 Home Basic,18 inch(45.72 cm),2560 x 1600 pixels,No,Intel Core i9 (13th Gen),NVIDIA GeForce RTX 4090,64GB,1TB,4.04 Kg,Yes,,"Rs. 4,47,500"
691,Fujitsu 4ZR1J37875 (Intel Core i5 (12th Gen) 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,13.3 inch(33.78 cm),1920 x 1080 pixels,No,Intel Core i5 (12th Gen),Intel Iris Xe,16GB,512GB,,Yes,Yes,"Rs. 69,990"
692,Lenovo 15ITL6 (82H802EYIN) (Intel Core i3 (11th Gen) 8GB 256GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i3 (11th Gen),Intel UHD,8GB,256GB,1.6 Kg,Yes,No,"Rs. 37,200"
693,Lenovo Gaming 3 15ACH6 (82K201ULIN) ( 16GB 512GB SSD 4GB Graphics Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,AMD Hexa-Core Ryzen 5,NVIDIA GeForce RTX 3050,16GB,512GB,2.25 Kg,Yes,,"Rs. 77,990"
694,Dell (D560812WIN9S) ( 8GB 512GB SSD 2GB Graphics Windows 11) Laptop,Windows 11,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i5 (11th Gen),NVIDIA GeForce MX 450,8GB,512GB,1.75 Kg,Yes,,"Rs. 64,549"
695,Acer A315-58 (UN.ADDSI.036) (Intel Core i3 (11th Gen) 8GB 256GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i3 (11th Gen),Intel UHD,8GB,256GB,1.7 Kg,Yes,No,"Rs. 38,600"
696,Lenovo (82BJ0001US) (Intel Core i5 (11th Gen) 8GB 256GB SSD Windows 10) Laptop,Windows 10,15.6 inch(39.62 cm),1920 x 1080 pixels,Yes,Intel Core i5 (11th Gen),Intel Iris Xe,8GB,256GB,1.90 Kg,Yes,,"Rs. 1,01,576"
697,LG 16 16Z90R-G.CH75A2 ( 16GB 512GB SSD 4GB Graphics Windows 11) Laptop,Windows 11 Home Basic,16 inch(40.64 cm),2560 x 1600 pixels,No,Intel Core i7 (13th Gen),NVIDIA GeForce RTX 3050,16GB,512GB,1.19 Kg,Yes,,"Rs. 1,37,990"
698,Dell 15 3515 (D560520WIN9BE) (Ryzen 5 8GB 256GB SSD Windows 10) Laptop,Windows 10 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,AMD Quad-Core Ryzen 5,AMD Radeon Vega,8GB,256GB,1.85 Kg,Yes,No,"Rs. 42,690"
699,Lenovo Gaming 3 15ACH6 (82K201UGIN) ( 8GB 1TB256GB SSD HDD 4GB Graphics Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,AMD Hexa-Core Ryzen 5,NVIDIA GeForce GTX 1650,8GB,1TB,2.25 Kg,Yes,No,"Rs. 56,926"
700,Fujitsu 4ZR1L12856 ( 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),1920 x 1200 pixels,No,Intel Core i7 (13th Gen),Intel Iris Xe,16GB,512GB,1 Kg,Yes,Yes,"Rs. 99,990"
701,Asus GU603ZU-N3023WS (Intel Core i7 (12th Gen) 16GB 1TB SSD 6GB Graphics Windows 11) Laptop,Windows 11 Home Basic,16 inch(40.64 cm),1920 x 1200 pixels,No,Intel Core i7 (12th Gen),NVIDIA GeForce RTX 4050,16GB,1TB,2 Kg,Yes,,"Rs. 1,42,990"
702,MSI 11UC-1474IN ( 16GB 512GB SSD 4GB Graphics Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i5 (11th Gen),NVIDIA GeForce RTX 3050,16GB,512GB,1.80 Kg,Yes,,"Rs. 62,490"
703,Asus 16 OLED K6602VU-LZ542WS ( 16GB 512GB SSD 6GB Graphics Windows 11) Laptop,Windows 11 Home Basic,16 inch(40.64 cm),3200 x 2000 pixels,No,Intel Core i5 (13th Gen),NVIDIA GeForce RTX 4050,16GB,512GB,1.90 Kg,Yes,Yes,"Rs. 1,19,990"
704,Lenovo 14ALC7 (82R900D9IN) ( 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),1920 x 1200 pixels,Yes,AMD Octa-Core Ryzen 7,AMD Radeon,16GB,512GB,1.55 Kg,Yes,Yes,"Rs. 66,990"
705,Asus X1504ZA-NJ521WS (Intel Core i5 (12th Gen) 8GB 512GB SSD Windows 11) Laptop,Windows 11,15.6 inch(39.62 cm),,No,Intel Core i5 (12th Gen),Intel Integrated,8GB,512GB,1.92 Kg,Yes,,"Rs. 52,000"
706,Asus X1504VA-NJ524WS ( 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i5 (13th Gen),Intel Iris Xe,8GB,512GB,1.70 Kg,Yes,Yes,"Rs. 57,990"
707,Asus GA402NJ-L8094WS ( 16GB 512GB SSD 6GB Graphics Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),2560 x 1600 pixels,No,AMD Octa-Core Ryzen 7,NVIDIA GeForce RTX 3050,16GB,512GB,1.65 Kg,Yes,,"Rs. 1,24,990"
708,Asus GA402NU-N2023WS ( 16GB 1TB SSD 6GB Graphics Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),2560 x 1600 pixels,No,AMD Octa-Core Ryzen 7,NVIDIA GeForce RTX 4050,16GB,1TB,1.65 Kg,Yes,,"Rs. 1,49,990"
709,Asus GA402XV-N2033WS ( 32GB 1TB SSD 8GB Graphics Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),2560 x 1600 pixels,No,AMD Octa-Core Ryzen 9,NVIDIA GeForce RTX 4060,32GB,1TB,1.72 Kg,Yes,,"Rs. 2,06,990"
710,MSI B13VGK-652IN ( 16GB 1TB SSD 8GB Graphics Windows 11) Laptop,Windows 11 Home Basic,17.3 inch(43.94 cm),1920 x 1080 pixels,No,Intel Core i9 (13th Gen),NVIDIA GeForce RTX 4070,16GB,1TB,2.7 Kg,Yes,,"Rs. 1,94,192"
711,MSI B13VFK-667IN ( 8GB 1TB SSD 8GB Graphics Windows 11) Laptop,Windows 11 Home Basic,17.3 inch(43.94 cm),2560 x 1440 pixels,No,Intel Core i7 (13th Gen),NVIDIA GeForce RTX 4060,8GB,1TB,2.7 Kg,Yes,,"Rs. 1,49,990"
712,MSI B12VFK-668IN ( 8GB 1TB SSD 8GB Graphics Windows 11) Laptop,Windows 11 Home Basic,17.3 inch(43.94 cm),1920 x 1080 pixels,No,Intel Core i7 (12th Gen),NVIDIA GeForce RTX 4060,8GB,1TB,2.6 Kg,Yes,,"Rs. 1,14,990"
713,MSI 11UCX-1496IN ( 16GB 512GB SSD 4GB Graphics Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i5 (11th Gen),NVIDIA GeForce RTX 2050,16GB,512GB,1.86 Kg,Yes,,"Rs. 55,990"
714,MSI 11SC-1493IN ( 16GB 512GB SSD 4GB Graphics Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i5 (11th Gen),NVIDIA GeForce GTX 1650,16GB,512GB,1.86 Kg,Yes,,"Rs. 52,990"
715,MSI B12VFK-673IN (Intel Core i7 (12th Gen) 16GB 1TB SSD 8GB Graphics Windows 11) Laptop,Windows 11 Home Basic,17.3 inch(43.94 cm),2560 x 1440 pixels,No,Intel Core i7 (12th Gen),NVIDIA GeForce RTX 4060,16GB,1TB,2.6 Kg,Yes,,"Rs. 1,29,990"
716,MSI B12VGK-672IN (Intel Core i7 (12th Gen) 16GB 1TB SSD 8GB Graphics Windows 11) Laptop,Windows 11 Home Basic,17.3 inch(43.94 cm),2560 x 1440 pixels,No,Intel Core i7 (12th Gen),NVIDIA GeForce RTX 4070,16GB,1TB,2.6 Kg,Yes,,"Rs. 1,49,990"
717,MSI 12VF-663IN (Intel Core i7 (12th Gen) 16GB 512GB SSD 8GB Graphics Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i7 (12th Gen),NVIDIA GeForce RTX 4060,16GB,512GB,1.86 Kg,Yes,,"Rs. 1,02,096"
718,MSI 12VE-664IN (Intel Core i7 (12th Gen) 16GB 1TB SSD 6GB Graphics Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i7 (12th Gen),NVIDIA GeForce RTX 4050,16GB,1TB,1.86 Kg,Yes,,"Rs. 89,990"
719,MSI 11SC-1494IN ( 8GB 512GB SSD 4GB Graphics Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i5 (11th Gen),NVIDIA GeForce GTX 1650,8GB,512GB,1.86 Kg,Yes,,"Rs. 51,990"
720,Asus FX577ZC-HN192W (Intel Core i7 (12th Gen) 16GB 1TB SSD 4GB Graphics Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i7 (12th Gen),NVIDIA GeForce RTX 3050,16GB,1TB,2.20 Kg,Yes,,"Rs. 89,990"
721,HP 15-fb0142AX (8F4Z9PA) ( 16GB 512GB SSD 4GB Graphics Windows 11 Pro) Laptop,Windows 11 Professional,15.6 inch(39.62 cm),1920 x 1080 pixels,No,AMD Hexa-Core Ryzen 5,NVIDIA GeForce RTX 3050,16GB,512GB,2.29 Kg,Yes,,"Rs. 67,490"
722,Asus TP470EA-EC512WS (Intel Core i5 (11th Gen) 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),1920 x 1080 pixels,Yes,Intel Core i5 (11th Gen),Intel Iris Xe,8GB,512GB,1.50 Kg,Yes,Yes,"Rs. 63,990"
723,Gigabyte AORUS 15 9KF (Intel Core i5 (12th Gen) 8GB 512GB SSD 8GB Graphics Windows 11 Pro) Laptop,Windows 11 Professional,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i5 (12th Gen),NVIDIA GeForce RTX 4060,8GB,512GB,2.39 Kg,Yes,,"Rs. 1,17,113"
724,Asus OLED UP5401ZA-KU741WS (Intel Core i7 (12th Gen) 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),3840 x 2400 pixels,Yes,Intel Core i7 (12th Gen),Intel Iris Xe,16GB,512GB,1.40 Kg,Yes,Yes,"Rs. 99,990"
725,Asus OLED M6500QFB-LK742WS ( 16GB 512GB SSD 4GB Graphics Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,AMD Octa-Core Ryzen 7,NVIDIA GeForce RTX 2050,16GB,512GB,1.80 Kg,Yes,Yes,"Rs. 76,990"
726,HP 15-fa0188TX (8F4Z7PA) (Intel Core i7 (12th Gen) 16GB 512GB SSD 4GB Graphics Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i7 (12th Gen),NVIDIA GeForce RTX 3050,16GB,512GB,2.37 Kg,Yes,No,"Rs. 86,078"
727,Asus 16X K3605ZC-MBN741WS (Intel Core i7 (12th Gen) 16GB 512GB SSD 4GB Graphics Windows 11) Laptop,Windows 11 Home Basic,16 inch(40.64 cm),1920 x 1200 pixels,No,Intel Core i7 (12th Gen),NVIDIA GeForce RTX 3050,16GB,512GB,1.80 Kg,Yes,Yes,"Rs. 94,990"
728,Dell 5430 (IN5430YXVW9M01ORS1) ( 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),1920 x 1080 pixels,No,Intel Core i5 (13th Gen),Intel Iris Xe,8GB,512GB,1.53 Kg,Yes,,"Rs. 67,990"
729,Dell 3420 (D552339WIN9S) (Intel Core i5 (11th Gen) 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),1920 x 1080 pixels,No,Intel Core i5 (11th Gen),Intel UHD,8GB,512GB,1.48 Kg,Yes,,"Rs. 49,990"
730,Dell 7430 (IC7430FD64T001ORS1) ( 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),1920 x 1200 pixels,Yes,Intel Core i7 (13th Gen),Intel Iris Xe,16GB,512GB,1.58 Kg,Yes,Yes,"Rs. 1,05,890"
731,Lenovo E14 Gen 4 (21E3006UIG) (Intel Core i5 (12th Gen) 8GB 512GB SSD ) Laptop,DOS,14 inch(35.56 cm),1920 x 1080 pixels,No,Intel Core i5 (12th Gen),Intel Iris Xe,8GB,512GB,,Yes,,"Rs. 75,999"
732,Lenovo P14s Gen3 (21AKS02800) (Intel Core i7 (12th Gen) 16GB 512GB SSD 4GB Graphics Windows 11 Pro) Laptop,Windows 11 Professional,14 inch(35.56 cm),1920 x 1080 pixels,No,Intel Core i7 (12th Gen),NVIDIA Quadro T550,16GB,512GB,1.38 Kg,Yes,Yes,"Rs. 1,33,990"
733,Dell 3525 (D560927WIN9S) ( 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,AMD Hexa-Core Ryzen 5,AMD Radeon,8GB,512GB,1.8 Kg,Yes,No,"Rs. 45,990"
734,Lenovo 3 15ITL05 (81X800N1IN) (Intel Core i3 (11th Gen) 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i3 (11th Gen),Intel UHD,8GB,512GB,,"Yes, 1 MP",,"Rs. 38,890"
735,MSI 11UC-1490IN ( 16GB 1TB256GB SSD HDD 4GB Graphics Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i5 (11th Gen),NVIDIA GeForce RTX 3050,16GB,1TB,1.86 Kg,Yes,,"Rs. 63,057"
736,MSI 11UCX-1497IN ( 8GB 512GB SSD 4GB Graphics Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i5 (11th Gen),NVIDIA GeForce RTX 2050,8GB,512GB,1.86 Kg,Yes,,"Rs. 53,990"
737,Asus GV302XU-MU013WS ( 16GB 1TB SSD 6GB Graphics Windows 11) Laptop,Windows 11 Home Basic,13.4 inch(34.04 cm),2560 x 1600 pixels,Yes,AMD Octa-Core Ryzen 9,NVIDIA GeForce RTX 4050,16GB,1TB,1.30 Kg,Yes,,"Rs. 1,78,999"
738,Dell 3420 (D552317WIN9B) (Intel Core i5 (12th Gen) 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),1920 x 1080 pixels,No,Intel Core i5 (12th Gen),Intel UHD,8GB,512GB,1.48 Kg,,,"Rs. 59,000"
739,Asus X1502ZA-EJ532WS (Intel Core i5 (12th Gen) 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i5 (12th Gen),Intel Iris Xe,8GB,512GB,1.70 Kg,Yes,,"Rs. 51,390"
740,Asus X1500EA-EJ326WS (Intel Core i3 (11th Gen) 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i3 (11th Gen),Intel UHD,8GB,512GB,1.80 Kg,Yes,,"Rs. 37,990"
741,Asus X1502ZA-EJ321WS (Intel Core i3 (12th Gen) 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i3 (12th Gen),Intel UHD,8GB,512GB,1.7 Kg,Yes,,"Rs. 42,990"
742,HP 15-eg3081TU (875N6PA) ( 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i5 (13th Gen),Intel Iris Xe,16GB,512GB,1.75 Kg,Yes,,"Rs. 74,990"
743,HP 15-fa0998TX (805X4PA) (Intel Core i5 (12th Gen) 16GB 512GB SSD 4GB Graphics Windows 11) Laptop,Windows 11 Home Basic,15 inch(38.1 cm),1920 x 1080 pixels,No,Intel Core i5 (12th Gen),NVIDIA GeForce RTX 3050,16GB,512GB,2.37 Kg,Yes,,"Rs. 71,499"
