Laptop Model,Features,Price,Links
Acer A715-75G-50TA (NH.Q97SI.001) (Intel Core i5 (10th Gen) 8GB 512GB SSD 4GB Graphics Windows 10) Laptop,"{'Operating System': 'Windows 10 Home Basic', 'Screen Size': '15.6 inch(39.62 cm)', 'Screen Resolution': '1920 x 1080 pixels', 'Display Type': 'LED', 'Display Feature': 'IPS LED Backlit Anti-glare Display', 'Touchscreen': 'No', 'Processor': 'Intel Core i5 (10th Gen)', 'Processor Model': '10300H', 'Processor Clock Speed': '2.5GHz', 'Cache': '8 MB', 'Graphics Processor': 'NVIDIA GeForce GTX 1650', 'Graphics Memory': '4 GB', 'RAM': '8GB', 'Memory Slots': '1', 'RAM Type': 'DDR4', 'Hard Drive Capacity': '512GB', 'Weight': '2.15 Kg', 'Dimensions (mm)': '363.4 x 254.5 x 23.2', 'Colour': 'Charcoal Black', 'Warranty': '1 Year', 'Sales Package': 'Laptop, Battery, AC Adapter, User Guide', 'USB 2.0': 'Yes, 1', 'Wi-Fi': 'Yes, 802.11 b/g/n/ax', 'Bluetooth': 'Yes, 5.0', 'Optical Drive': 'No', 'USB Type C': 'Yes, 1', 'Input': 'Headphone + Microphone Combo Jack', 'Webcam': 'Yes', 'Battery Cell': '3 Cell', 'Battery Type': 'Li-Ion', 'Pointing Device': 'Touchpad with Multi-Touch Gestures Enabled', 'Keyboard': 'Standard Notebook Keyboard', 'Fingerprint Scanner': 'No'}","Rs. 49,990",https://pricebaba.com/laptop/acer-a715-75g-50ta-nh-q97si-001-intel-core-i5-10th-gen-8gb-4gb-graphics-windows
Asus X515EA-EJ328WS (Intel Core i3 (11th Gen) 8GB 512GB SSD Windows 11) Laptop,"{'Operating System': 'Windows 11 Home Basic', 'Screen Size': '15.6 inch(39.62 cm)', 'Screen Resolution': '1920 x 1080 pixels', 'Display Feature': 'F, 16:9 Aspect Ratio, LED Backlit LCD, 60Hz Refresh Rate, 200Nits, 45% NTSC Color Gamut, Anti-Glare Display, Screen-To-Body Ratio: 83', 'Touchscreen': 'No', 'Processor': 'Intel Core i3 (11th Gen)', 'Processor Model': '1115G4', 'Processor Clock Speed': '3.0GHz', 'Cache': '6 MB', 'Graphics Processor': 'Intel Integrated', 'RAM': '8GB', 'Memory Slots': '1', 'RAM Type': 'DDR4', 'Hard Drive Capacity': '512GB', 'Weight': '1.80 Kg', 'Dimensions (mm)': '360 x 235 x 19.9', 'Colour': 'Transparent Silver', 'Warranty': '1 Year', 'Sales Package': 'Laptop, Power Adapter, User Manual, Warranty Card', 'USB 2.0': 'Yes, 2', 'Wi-Fi': 'Yes, 802.11 a/b/g/n/ac', 'Bluetooth': 'Yes, 4.1', 'USB Type C': 'Yes, 1', 'Input': 'Headphone + Microphone Combo Jack', 'Webcam': 'Yes', 'Adapter': '45 W', 'Battery Cell': '2 Cell', 'Battery Type': 'Li-Ion', 'Keyboard': 'Chiclet Keyboard With Num-Key'}","Rs. 35,990",https://pricebaba.com/laptop/asus-x515ea-ej328ws-intel-core-i3-11th-gen-8gb-512gb-ssd-windows
HP 11a-na0010nr (1F6F4UA) ( 4GB 32GB SSD ) Laptop,"{'Operating System': 'Google Chrome', 'Screen Size': '11.6 inch(29.46 cm)', 'Screen Resolution': '1366 x 768 pixels', 'Display Type': 'LED', 'Display Feature': 'Diagonal, Anti-glare, 220 nits, 45% NTSC Display', 'Touchscreen': 'No', 'Processor': 'MediaTek Octa-core', 'Processor Model': 'MT8183', 'Processor Clock Speed': '2.0GHz', 'Cache': '2 MB', 'Graphics Processor': 'MediaTek Integrated Graphics', 'RAM': '4GB', 'Memory Slots': '1', 'RAM Type': 'LPDDR4X', 'RAM Speed': '3200MHz', 'Hard Drive Capacity': '32GB', 'Weight': '1.07 Kg', 'Dimensions (mm)': '285 x 192.8 x 16.8', 'Colour': 'Black', 'Warranty': '1 Year', 'Sales Package': 'Laptop, Battery, AC Adapter, User Guide', 'USB 2.0': 'Yes, 1', 'Wi-Fi': 'Yes, 802.11 a/b/g/n/ac', 'Bluetooth': 'Yes, 4.2', 'Optical Drive': 'No', 'USB Type C': 'Yes, 1', 'Input': 'Headphone + Microphone Combo Jack', 'Speakers': 'Yes', 'Webcam': 'Yes', 'Adapter': '45 W AC Adapter W', 'Battery Cell': '2 Cell', 'Battery Type': 'Li-Po', 'Pointing Device': 'Touchpad with Multi-Touch Gestures Enabled', 'Keyboard': 'Standard Notebook Keyboard', 'Fingerprint Scanner': 'No'}","Rs. 31,077",https://pricebaba.com/laptop/hp-11a-na0010nr-1f6f4ua-4gb-chromeos
HP 15-ec0101AX (167W1PA) (Ryzen 5 8GB 1TB HDD 4GB Graphics Windows 10) Laptop,"{'Operating System': 'Windows 10 Home Basic', 'Screen Size': '15.6 inch(39.62 cm)', 'Screen Resolution': '1920 x 1080 pixels', 'Display Type': 'LED', 'Display Feature': 'Diagonal IPS anti-glare micro-edge WLED-backlit, 250 nits, 45 Percentage NTSC Display', 'Touchscreen': 'No', 'Processor': 'AMD Quad-Core Ryzen 5', 'Processor Model': '3550H', 'Processor Clock Speed': '2.1GHz', 'Cache': '6 MB', 'Graphics Processor': 'NVIDIA Geforce GTX 1650', 'Graphics Memory': '4 GB', 'RAM': '8GB', 'Memory Slots': '1', 'RAM Type': 'DDR4', 'RAM Speed': '2400MHz', 'Hard Drive Type': 'HDD SATA', 'Hard Drive Capacity': '1TB', 'Hard Drive Speed': '5400 RPM', 'Weight': '2.04 Kg', 'Dimensions (mm)': '360 x 257 x 23.5', 'Colour': 'Black', 'Warranty': '1 Year', 'Sales Package': 'Laptop, Battery, AC Adapter, User Guide', 'USB 2.0': 'Yes, 1', 'Wi-Fi': 'Yes, 802.11 a/b/g/n/ac', 'Bluetooth': 'Yes, 5.0', 'Optical Drive': 'No', 'USB Type C': 'Yes, 1', 'Input': 'Headphone + Microphone Combo Jack', 'Audio Technology': 'Bang & Olufsen Play', 'Webcam': 'Yes', 'Adapter': '52.5 W AC Adapter W', 'Battery Cell': '3 Cell', 'Battery Type': 'Li-Ion', 'Pointing Device': 'HP Imagepad with Multi-Touch Gesture Support', 'Keyboard': 'Gaming Backlit Keyboard', 'Fingerprint Scanner': 'No'}","Rs. 51,500",https://pricebaba.com/laptop/hp-15-ec0101ax-167w1pa-ryzen-5-8gb-1tb-hdd-4gb-graphics-windows
HP 15s-gr0012AU (35K35PA) (Ryzen 3 8GB 1TB256GB SSD HDD Windows 10) Laptop,"{'Operating System': 'Windows 10 Home Basic', 'Screen Size': '15.6 inch(39.62 cm)', 'Screen Resolution': '1920 x 1080 pixels', 'Display Type': 'LED', 'Display Feature': 'LED Backlit Anti-glare IPS Micro-edge Display, 250 nits Brightness, 45% NTSC', 'Touchscreen': 'No', 'Processor': 'AMD Dual-Core Ryzen 3', 'Processor Model': '3250U', 'Processor Clock Speed': '2.6GHz', 'Cache': '4 MB', 'Graphics Processor': 'AMD Radeon Vega 6', 'RAM': '8GB', 'Memory Slots': '1', 'RAM Type': 'DDR4', 'RAM Speed': '2400MHz', 'Hard Drive Type': 'HDD SATA', 'Hard Drive Capacity': '1TB', 'Hard Drive Speed': '5400 RPM', 'Weight': '1.82 Kg', 'Dimensions (mm)': '358 x 242 x 19.9', 'Colour': 'Natural Silver', 'Warranty': '1 Year', 'Sales Package': 'Laptop, Battery, AC Adapter, User Guide', 'Wi-Fi': 'Yes, 802.11 a/b/g/n/ac', 'Bluetooth': 'Yes, 4.2', 'Optical Drive': 'No', 'USB Type C': 'Yes, 1', 'Input': 'Headphone + Microphone Combo Jack', 'Webcam': 'Yes', 'Adapter': '41 W AC Adapter W', 'Battery Cell': '3 Cell', 'Battery Type': 'Li-Ion', 'Pointing Device': 'Touchpad with Multi-touch Gesture Support', 'Keyboard': 'Full-size Backlit Natural Silver Keyboard', 'Fingerprint Scanner': 'No'}","Rs. 37,290",https://pricebaba.com/laptop/hp-15s-gr0012au-35k35pa-ryzen-3-8gb-1tb-hdd-windows
Lenovo 320-15IKB (80XL0006US) (Intel Core i5 (7th Gen) 8GB 1TB HDD Windows 10) Laptop,"{'Operating System': 'Windows 10 Home Basic', 'Screen Size': '15.6 inch(39.62 cm)', 'Screen Resolution': '1366 x 768 pixels', 'Display Type': 'LED', 'Display Feature': 'LED Backlit Display', 'Touchscreen': 'No', 'Processor': 'Intel Core i5 (7th Gen)', 'Processor Model': '7200U', 'Processor Clock Speed': '2.5GHz', 'Cache': '3 MB', 'Graphics Processor': 'Intel HD 620', 'RAM': '8GB', 'RAM Upgradable to': 'Up to 16GB', 'Memory Slots': '2 SODIMM', 'RAM Type': 'DDR4', 'RAM Speed': '2133MHz', 'Hard Drive Type': 'HDD SATA', 'Hard Drive Capacity': '1TB', 'Hard Drive Speed': '5400 RPM', 'Weight': '2.19 Kg', 'Dimensions (mm)': '378.46 x 259.08 x 22.8', 'Colour': 'Grey', 'Warranty': '1 Year', 'Sales Package': 'Laptop, Battery, AC Adapter, User Guide', 'USB 3.0': 'Yes, 2', 'Wi-Fi': 'Yes, 802.11 a/b/g/n/ac', 'Bluetooth': 'Yes, 4.1', 'VGA': 'Yes', 'Input': 'Headphone + Microphone Combo Jack', 'Audio Technology': 'Dolby Audio', 'Webcam': 'Yes', 'Adapter': '30 W AC Adapter W', 'Battery Cell': '2 Cell', 'Battery Type': 'Li-Ion', 'Pointing Device': 'Touchpad with Multi-touch Gesture Support', 'Keyboard': 'Standard Notebook Keyboard', 'Fingerprint Scanner': 'No'}","Rs. 49,000",https://pricebaba.com/laptop/lenovo-320-15ikb-80xl0006us-intel-core-i5-7th-gen-8gb-1tb-hdd-windows
HP 15s-fq2629TU (546K7PA) ( 8GB 512GB SSD Windows 11) Laptop,"{'Operating System': 'Windows 11 Home Basic', 'Screen Size': '15.6 inch(39.62 cm)', 'Screen Resolution': '1920 x 1080 pixels', 'Display Feature': ', micro-edge, anti-glare, Brightness: 250 nits, 141 ppi, Color Gamut: 45%NTSC', 'Touchscreen': 'No', 'Chipset': 'Intel', 'Processor': 'Intel Core i3 (11th Gen)', 'Processor Model': '1125G4', 'Processor Clock Speed': '3.4GHz', 'Cache': '8 MB', 'Graphics Processor': 'Intel UHD', 'RAM': '8GB', 'RAM Upgradable to': 'Up to 16GB', 'Memory Slots': '1', 'RAM Type': 'DDR4', 'RAM Speed': '2666MHz', 'Hard Drive Capacity': '512GB', 'Weight': '1.69 Kg', 'Dimensions (mm)': '358 x 17.9 x 24.2', 'Colour': 'Natural Silver', 'Warranty': '1 Year', 'Sales Package': 'Laptop, Power Adaptor, User Guide, Warranty Documents', 'Wi-Fi': 'Yes, 802.11 a/b/g/n/ac', 'Bluetooth': 'Yes, 5.0', 'USB Type C': 'Yes, 1', 'Input': 'Headphone + Microphone Combo Jack', 'Webcam': 'Yes', 'Adapter': '45 W', 'Battery Life (Up to)': '7 Hrs', 'Battery Cell': '3 Cell', 'Battery Type': 'Li-Ion', 'Keyboard': 'Full-size, Natural Silver Keyboard with Numeric Keypad', 'Fingerprint Scanner': 'No'}","Rs. 42,990",https://pricebaba.com/laptop/hp-15s-fq2629tu-546k7pa-8gb-512gb-ssd-windows
Lenovo Gaming 3 15IHU6 (82K101LHIN) ( 16GB 512GB SSD 4GB Graphics Windows 11) Laptop,"{'Operating System': 'Windows 11 Home Basic', 'Screen Size': '15.6 inch(39.62 cm)', 'Screen Resolution': '1920 x 1080 pixels', 'Display Feature': 'IPS 250 Nits Anti-Glare, 45% NTSC, 60Hz', 'Touchscreen': 'No', 'Processor': 'Intel Core i5 (11th Gen)', 'Processor Model': '11320H', 'Processor Clock Speed': '2.5GHz', 'Graphics Processor': 'NVIDIA GeForce GTX 1650', 'Graphics Memory': '4 GB', 'RAM': '16GB', 'Memory Slots': '1', 'RAM Type': 'DDR4', 'Hard Drive Capacity': '512GB', 'Weight': '2.25 Kg', 'Dimensions (mm)': '359.6 x 251.9 x 24.2', 'Colour': 'Shadow Black', 'Warranty': '1 Year', 'Sales Package': 'Laptop, Power Adapter, User Manual, Warranty Card', 'Wi-Fi': 'Yes, 802.11 b/g/n/ax', 'Bluetooth': 'Yes, 5.1', 'USB Type C': 'Yes, 1', 'Input': 'Headphone + Microphone Combo Jack', 'Webcam': 'Yes', 'Battery Life (Up to)': '8 Hrs', 'Battery Type': 'Li-Ion', 'Keyboard': 'White Backlit, English', 'Fingerprint Scanner': 'No'}","Rs. 62,990",https://pricebaba.com/laptop/lenovo-gaming-3-15ihu6-82k101lhin-16gb-512gb-ssd-4gb-graphics-windows
Lenovo Gaming 3 15IHU6 (82K101LGIN) ( 8GB 512GB SSD 4GB Graphics Windows 11) Laptop,"{'Operating System': 'Windows 11 Home Basic', 'Screen Size': '15.6 inch(39.62 cm)', 'Screen Resolution': '1920 x 1080 pixels', 'Display Feature': 'IPS 250nits Anti-Glare, 60Hz, 45% NTSC, DC Dimmer', 'Touchscreen': 'No', 'Processor': 'Intel Core i5 (11th Gen)', 'Processor Model': '11320H', 'Processor Clock Speed': '2.5GHz', 'Cache': '8 MB', 'Graphics Processor': 'NVIDIA GeForce GTX 1650', 'Graphics Memory': '4 GB', 'RAM': '8GB', 'Memory Slots': '1', 'RAM Type': 'DDR4', 'Hard Drive Capacity': '512GB', 'Weight': '2.25 Kg', 'Dimensions (mm)': '359.6 x 251.9 x 24.2', 'Colour': 'Shadow Black', 'Warranty': '1 Year', 'Sales Package': 'Laptop, Power Adapter, User Manual, Warranty Card', 'Wi-Fi': 'Yes, 802.11 b/g/n/ax', 'Bluetooth': 'Yes, 5.0', 'USB Type C': 'Yes, 1', 'Input': 'Headphone + Microphone Combo Jack', 'Speakers': 'Yes', 'Audio Technology': 'Realtek ALC3287 Codec', 'Webcam': 'Yes', 'Adapter': '135 W', 'Battery Life (Up to)': '8 Hrs', 'Battery Type': 'Li-Ion', 'Keyboard': 'White Backlit, English', 'Fingerprint Scanner': 'No'}","Rs. 48,990",https://pricebaba.com/laptop/lenovo-gaming-3-15ihu6-82k101lgin-8gb-512gb-ssd-4gb-graphics-windows
Asus FX506LHB-HN358W ( 8GB 512GB SSD 4GB Graphics Windows 11) Laptop,"{'Operating System': 'Windows 11 Home Basic', 'Screen Size': '15.6 inch(39.62 cm)', 'Screen Resolution': '1920 x 1080 pixels', 'Display Feature': ', IPS level, Aspect Ratio: 16:9, Anti-Glare Display, Refresh Rate: 144 Hz, Viewing Angle: 170/170, Brightness: 250 nits, Contrast: 1000:1, 45% NTSC%, 62.5% SRGB%, 47.1% Adobe%,', 'Touchscreen': 'No', 'Processor': 'Intel Core i5 (10th Gen)', 'Processor Model': '10200H', 'Processor Clock Speed': '2.4GHz', 'Cache': '8 MB', 'Graphics Processor': 'NVIDIA GeForce GTX 1650', 'Graphics Memory': '4 GB', 'RAM': '8GB', 'RAM Upgradable to': 'Up to 16GB', 'Memory Slots': '2', 'RAM Type': 'DDR4', 'RAM Speed': '2933MHz', 'Hard Drive Capacity': '512GB', 'Weight': '2.30 Kg', 'Dimensions (mm)': '359 x 256 x 24.7', 'Colour': 'Black Plastic', 'Warranty': '1 Year', 'Sales Package': 'Laptop, Power Adaptor, User Guide, Warranty Documents', 'USB 2.0': 'Yes, 1', 'Wi-Fi': 'Yes, 802.11 b/g/n/ax', 'Bluetooth': 'Yes, 5.2', 'Security Lock Slot': 'Yes', 'Input': 'Headphone + Microphone Combo Jack', 'Audio Technology': 'Smart Amplifier Technology', 'Webcam': 'Yes', 'Adapter': '150 W', 'Battery Cell': '3 Cell', 'Battery Type': 'Li-Ion', 'Keyboard': 'Backlit Chiclet Keyboard 1-Zone RGB'}","Rs. 58,000",https://pricebaba.com/laptop/asus-fx506lhb-hn358w-8gb-512gb-ssd-4gb-graphics-windows
Asus VivoBook 15 X515EA-EJ322WS (Intel Core i3 (11th Gen) 8GB 512GB SSD Windows 11) Laptop,"{'Operating System': 'Windows 11 Home Basic', 'Screen Size': '15.6 inch(39.62 cm)', 'Screen Resolution': '1920 x 1080 pixels', 'Touchscreen': 'No', 'Chipset': 'Intel Integrated SoC', 'Processor': 'Intel Core i3 (11th Gen)', 'Processor Model': '1115G4', 'Processor Clock Speed': '4.0GHz', 'Cache': '6 MB', 'Graphics Processor': 'Intel UHD', 'RAM': '8GB', 'Memory Slots': '1', 'RAM Speed': '3200MHz', 'Hard Drive Capacity': '512GB', 'Weight': '1.80 Kg', 'Dimensions (mm)': '359 x 199 x 23', 'Colour': 'Transparent Silver', 'Warranty': '1 Year', 'Sales Package': 'Laptop, Power Adaptor, User Guide, Warranty Documents', 'USB 2.0': 'Yes, 2', 'Wi-Fi': 'Yes, 802.11 b/g/n/ax', 'Bluetooth': 'Yes, 5.0', 'USB Type C': 'Yes, 1', 'Input': 'Headphone + Microphone Combo Jack', 'Webcam': 'Yes', 'Adapter': '65 W', 'Battery Life (Up to)': '5 Hrs', 'Battery Cell': '2 Cell', 'Battery Type': 'Li-Ion', 'Keyboard': 'Chiclet Keyboard with Numeric Keypad', 'Fingerprint Scanner': 'Yes'}","Rs. 34,990",https://pricebaba.com/laptop/asus-vivobook-15-x515ea-ej322ws-intel-core-i3-11th-gen-8gb-512gb-ssd-windows
Asus X543MA-GQ1015T (Intel Celeron Dual Core 4GB 1TB HDD Windows 10) Laptop,"{'Operating System': 'Windows 10 Home Basic', 'Screen Size': '15.6 inch(39.62 cm)', 'Screen Resolution': '1366 x 768 pixels', 'Display Type': 'LED', 'Display Feature': 'LED Backlit Anti-glare Display (200 nits Brightness, 45% NTSC, 75% Screen-to-body Ratio)', 'Touchscreen': 'No', 'Processor': 'Intel Celeron Dual-Core', 'Processor Model': 'N4020', 'Processor Clock Speed': '1.1GHz', 'Cache': '4 MB', 'Graphics Processor': 'Intel UHD 600', 'RAM': '4GB', 'Memory Slots': '1', 'RAM Type': 'DDR4', 'Hard Drive Type': 'HDD SATA', 'Hard Drive Capacity': '1TB', 'Hard Drive Speed': '5400 RPM', 'Weight': '1.9 Kg', 'Dimensions (mm)': '381 x 251 x 27.2', 'Colour': 'Transparent Silver', 'Warranty': '1 Year', 'Sales Package': 'Laptop, Battery, AC Adapter, User Guide', 'USB 2.0': 'Yes, 2', 'Wi-Fi': 'Yes, 802.11 a/b/g/n/ac', 'Bluetooth': 'Yes, 4.1', 'Optical Drive': 'No', 'Input': 'Headphone + Microphone Combo Jack', 'Audio Technology': 'Audio by ICEpower, Sonic Master', 'Webcam': 'Yes', 'Adapter': '33 W AC Adapter W', 'Battery Cell': '3 Cell', 'Battery Type': 'Li-Ion', 'Pointing Device': 'Touchpad with Multi-Touch Gestures Enabled', 'Keyboard': 'Standard Notebook Keyboard', 'Fingerprint Scanner': 'No'}","Rs. 23,200",https://pricebaba.com/laptop/asus-x543ma-gq1015t-intel-celeron-dual-core-4gb-1tb-hdd-windows
HP 14s-dy2507TU (6N024PA) (Intel Core i3 (11th Gen) 8GB 256GB SSD Windows 11) Laptop,"{'Operating System': 'Windows 11 Home Basic', 'Screen Size': '14 inch(35.56 cm)', 'Screen Resolution': '1920 x 1080 pixels', 'Display Feature': 'F, IPS, micro-edge, anti-glare (Brightness: 250 nits, 157 ppi, Color Gamut: 45% NTSC)', 'Touchscreen': 'No', 'Chipset': 'Intel Integrated SoC', 'Processor': 'Intel Core i3 (11th Gen)', 'Processor Model': '1115G4', 'Processor Clock Speed': '4.2GHz', 'Cache': '6 MB', 'Graphics Processor': 'Intel UHD', 'RAM': '8GB', 'Memory Slots': '1', 'RAM Type': 'DDR4', 'RAM Speed': '3200MHz', 'Hard Drive Capacity': '256GB', 'Weight': '1.41 Kg', 'Dimensions (mm)': '325 x 216 x 17', 'Colour': 'Natural Silver', 'Warranty': '1 Year', 'Sales Package': 'Laptop, Power Adaptor, User Guide, Warranty Documents', 'Wi-Fi': 'Yes, 802.11 a/b/g/n/ac', 'Bluetooth': 'Yes, 5.0', 'USB Type C': 'Yes, 1', 'Input': 'Headphone + Microphone Combo Jack', 'Webcam': 'Yes', 'Adapter': '65 W', 'Battery Cell': '3 Cell', 'Battery Type': 'Li-Ion', 'Pointing Device': 'Hp Imagepad With Multi-Touch Gesture Support', 'Keyboard': 'Full-size, Natural Silver keyboard'}","Rs. 34,490",https://pricebaba.com/laptop/hp-14s-dy2507tu-6n024pa-intel-core-i3-11th-gen-8gb-256gb-ssd-windows
Asus X515JA-EJ592WS (Intel Core i5 (10th Gen) 8GB 512GB SSD Windows 11) Laptop,"{'Operating System': 'Windows 11 Home Basic', 'Screen Size': '15.6 inch(39.62 cm)', 'Screen Resolution': '1920 x 1080 pixels', 'Display Feature': '(200nits, 45% NTSC color gamut, non-OLED, Anti-glare display)', 'Touchscreen': 'No', 'Processor': 'Intel Core i5 (10th Gen)', 'Processor Model': '1035G1', 'Processor Clock Speed': '1.0GHz', 'Cache': '6 MB', 'Graphics Processor': 'Intel UHD', 'RAM': '8GB', 'RAM Upgradable to': 'Up to 12GB', 'Memory Slots': '1', 'RAM Type': 'DDR4', 'Hard Drive Capacity': '512GB', 'Weight': '1.80 Kg', 'Dimensions (mm)': '360.2 x 234.9 x 19.9', 'Colour': 'Transparent Silver', 'Warranty': '1 Year', 'Sales Package': 'Laptop, Power Adaptor, User Guide, Warranty Documents', 'USB 2.0': 'Yes, 2', 'Wi-Fi': 'Yes, 802.11 a/b/g/n/ac', 'Bluetooth': 'Yes, 4.1', 'USB Type C': 'Yes, 1', 'Input': 'Headphone + Microphone Combo Jack', 'Audio Technology': 'SonicMaster Audio by ICEpower', 'Webcam': 'Yes', 'Adapter': '45 W', 'Battery Cell': '2 Cell', 'Battery Type': 'Li-Ion', 'Keyboard': 'Chiclet Keyboard With Num-Key', 'Fingerprint Scanner': 'Yes'}","Rs. 46,850",https://pricebaba.com/laptop/asus-x515ja-ej592ws-intel-core-i5-10th-gen-8gb-512gb-ssd-windows
HP 14s-dy2508TU (6X360PA) (Intel Core i3 (11th Gen) 8GB 512GB SSD Windows 11) Laptop,"{'Operating System': 'Windows 11 Home Basic', 'Screen Size': '14 inch(35.56 cm)', 'Screen Resolution': '1920 x 1080 pixels', 'Display Feature': ', IPS, Micro-Edge, Anti-Glare, Brightness: 250 Nits, 157 PPI, Color Gamut: 45% NTSC', 'Touchscreen': 'No', 'Processor': 'Intel Core i3 (11th Gen)', 'Processor Model': '1115G4', 'Processor Clock Speed': '1.7GHz', 'Cache': '6 MB', 'Graphics Processor': 'Intel UHD', 'RAM': '8GB', 'RAM Upgradable to': 'Up to 8GB', 'Memory Slots': '1', 'RAM Type': 'DDR4', 'RAM Speed': '3200MHz', 'Hard Drive Capacity': '512GB', 'Weight': '1.41 Kg', 'Dimensions (mm)': '325 x 216 x 17', 'Colour': 'Natural Silver', 'Warranty': '1 Year', 'Sales Package': 'Laptop, Power Adaptor, User Guide, Warranty Documents', 'Wi-Fi': 'Yes, 802.11 a/b/g/n/ac', 'Bluetooth': 'Yes, 5.0', 'USB Type C': 'Yes, 1', 'Input': 'Headphone + Microphone Combo Jack', 'Webcam': 'Yes', 'Adapter': '65 W', 'Battery Life (Up to)': '9.45 Hrs', 'Battery Cell': '3 Cell', 'Battery Type': 'Li-Ion', 'Pointing Device': 'Hp Imagepad With Multi-Touch Gesture Support', 'Keyboard': 'Full-Size, Natural Silver keyboard'}","Rs. 37,890",https://pricebaba.com/laptop/hp-14s-dy2508tu-6x360pa-intel-core-i3-11th-gen-8gb-512gb-ssd-windows
HP 15s-eq2143au (50M62PA) ( 8GB 512GB SSD Windows 11) Laptop,"{'Operating System': 'Windows 11 Home Basic', 'Screen Size': '15.6 inch(39.62 cm)', 'Screen Resolution': '1920 x 1080 pixels', 'Display Feature': 'Micro-Edge, Anti-Glare Display', 'Touchscreen': 'No', 'Chipset': 'AMD Integrated SoC', 'Processor': 'AMD Quad-Core Ryzen 3', 'Processor Model': '5300U', 'Processor Clock Speed': '2.6GHz', 'Cache': '4 MB', 'Graphics Processor': 'AMD Radeon', 'RAM': '8GB', 'RAM Upgradable to': 'Up to 16GB', 'Memory Slots': '1', 'RAM Type': 'DDR4', 'RAM Speed': '3200MHz', 'Hard Drive Type': 'SSD M.2/Optane', 'Hard Drive Capacity': '512GB', 'Weight': '1.69 Kg', 'Dimensions (mm)': '358.5 x 170 x 24.2', 'Colour': 'Natural Silver', 'Warranty': '1 Year', 'Sales Package': 'Laptop, Power Adaptor, User Guide, Warranty Documents', 'Wi-Fi': 'Yes, 802.11 a/b/g/n/ac', 'Bluetooth': 'Yes, 4.2', 'USB Type C': 'Yes, 1', 'Input': 'Headphone + Microphone Combo Jack', 'Webcam': 'Yes', 'Adapter': '41 W', 'Battery Life (Up to)': '9 Hrs', 'Battery Cell': '3 Cell', 'Battery Type': 'Li-Ion', 'Pointing Device': 'HP Imagepad with Multi-touch Gesture Support, Precision Touchpad Support', 'Keyboard': 'Numeric Keypad', 'Fingerprint Scanner': 'Yes'}","Rs. 35,890",https://pricebaba.com/laptop/hp-15s-eq2143au-50m62pa-8gb-512gb-ssd-windows
Acer A715-42G (UN.QAYSI.006) ( 16GB 512GB SSD 4GB Graphics Windows 11) Laptop,"{'Operating System': 'Windows 11 Home Basic', 'Screen Size': '15.6 inch(39.62 cm)', 'Screen Resolution': '1920 x 1080 pixels', 'Display Type': 'LED', 'Display Feature': 'Display With IPS (In-Plane Switching) Technology, 1920 x 1080, Acer ComfyView LED-backlit TFT LCD', 'Touchscreen': 'No', 'Processor': 'AMD Hexa-Core Ryzen 5', 'Processor Model': '5500U', 'Graphics Processor': 'NVIDIA GeForce GTX 1650', 'Graphics Memory': '4 GB', 'RAM': '16GB', 'RAM Upgradable to': 'Up to 32GB', 'Memory Slots': '1', 'RAM Type': 'DDR4', 'Hard Drive Capacity': '512GB', 'Weight': '2.15 Kg', 'Dimensions (mm)': '363 x 254 x 22.9', 'Colour': 'Charcoal Black', 'Warranty': '1 Year', 'Sales Package': 'Laptop, Power Adaptor, User Guide, Warranty Documents', 'USB 2.0': 'Yes, 1', 'Wi-Fi': 'Yes, 802.11 a/b/g/n/ac', 'Bluetooth': 'Yes, 5.1', 'USB Type C': 'Yes, 1', 'Security Lock Slot': 'Yes', 'Input': 'Headphone + Microphone Combo Jack', 'Speakers': 'Yes', 'Webcam': 'Yes', 'Adapter': '65 W', 'Battery Life (Up to)': '11.5 Hrs', 'Battery Cell': '3 Cell', 'Battery Type': 'Li-Ion', 'Pointing Device': 'Media control keys (printed on keyboard): play/pause, stop, previous, next, volume up, volume down', 'Keyboard': '103-/104-/107-key FineTip backlit keyboard with independent standard numeric keypad, international language support and power button', 'Fingerprint Scanner': 'No'}","Rs. 51,990",https://pricebaba.com/laptop/acer-a715-42g-un-qaysi-006-16gb-512gb-ssd-4gb-graphics-windows
